Original URL,Image URL
https://plants.usda.gov/plant-profile/DIDE4,https://plants.sc.egov.usda.gov/ImageLibrary/standard/dide4_001_svp.jpg
https://plants.usda.gov/plant-profile/DISC3,https://plants.sc.egov.usda.gov/ImageLibrary/standard/disc3_001_svp.jpg
https://plants.usda.gov/plant-profile/DILO,https://plants.sc.egov.usda.gov/ImageLibrary/standard/didi12_001_svd.jpg
https://plants.usda.gov/plant-profile/DIVI4,https://plants.sc.egov.usda.gov/ImageLibrary/standard/divi4_001_svd.jpg
https://plants.usda.gov/plant-profile/DIVI5,https://plants.sc.egov.usda.gov/ImageLibrary/standard/divi5_002_svp.jpg
https://plants.usda.gov/plant-profile/DISP,https://plants.sc.egov.usda.gov/ImageLibrary/standard/disp_002_svp.jpg
https://plants.usda.gov/plant-profile/DRRE2,https://plants.sc.egov.usda.gov/ImageLibrary/standard/drca8_001_svd.jpg
https://plants.usda.gov/plant-profile/DRCA11,https://plants.sc.egov.usda.gov/ImageLibrary/standard/drsp4_002_svp.jpg
https://plants.usda.gov/plant-profile/DRCR4,https://plants.sc.egov.usda.gov/ImageLibrary/standard/drcr4_001_svd.jpg
https://plants.usda.gov/plant-profile/DRIN5,https://plants.sc.egov.usda.gov/ImageLibrary/standard/drin5_001_svd.jpg
https://plants.usda.gov/plant-profile/DRMA4,https://plants.sc.egov.usda.gov/ImageLibrary/standard/drma4_001_svd.jpg
https://plants.usda.gov/plant-profile/DUAR3,https://plants.sc.egov.usda.gov/ImageLibrary/standard/duar3_002_svp.jpg
https://plants.usda.gov/plant-profile/ECLO,https://plants.sc.egov.usda.gov/ImageLibrary/standard/eclo_001_shp.jpg
https://plants.usda.gov/plant-profile/ELEL4,
https://plants.usda.gov/plant-profile/ELER,
https://plants.usda.gov/plant-profile/ELPA5,https://plants.sc.egov.usda.gov/ImageLibrary/standard/elpa5_001_shp.jpg
https://plants.usda.gov/plant-profile/ELRO2,https://plants.sc.egov.usda.gov/ImageLibrary/standard/elro2_002_svp.jpg
https://plants.usda.gov/plant-profile/ELCA4,https://plants.sc.egov.usda.gov/ImageLibrary/standard/elca4_003_svp.jpg
https://plants.usda.gov/plant-profile/ELHY,https://plants.sc.egov.usda.gov/ImageLibrary/standard/elhy_001_shp.jpg
https://plants.usda.gov/plant-profile/ELVI3,https://plants.sc.egov.usda.gov/ImageLibrary/standard/elvi3_005_shp.jpg
https://plants.usda.gov/plant-profile/EPVI2,https://plants.sc.egov.usda.gov/ImageLibrary/standard/levi14_001_svd.jpg
https://plants.usda.gov/plant-profile/EPCO,https://plants.sc.egov.usda.gov/ImageLibrary/standard/epco_002_shp.jpg
https://plants.usda.gov/plant-profile/EPLE2,https://plants.sc.egov.usda.gov/ImageLibrary/standard/eple2_001_shp.jpg
https://plants.usda.gov/plant-profile/EPPA,https://plants.sc.egov.usda.gov/ImageLibrary/standard/epli_001_svd.jpg
https://plants.usda.gov/plant-profile/EQAR,https://plants.sc.egov.usda.gov/ImageLibrary/standard/eqar_002_svp.jpg
https://plants.usda.gov/plant-profile/EQHY,https://plants.sc.egov.usda.gov/ImageLibrary/standard/eqhy_002_svp.jpg
https://plants.usda.gov/plant-profile/ERCA,https://plants.sc.egov.usda.gov/ImageLibrary/standard/erca_001_svd.jpg
https://plants.usda.gov/plant-profile/ERHY,https://plants.sc.egov.usda.gov/ImageLibrary/standard/erhy_002_svp.jpg
https://plants.usda.gov/plant-profile/ERPE,https://plants.sc.egov.usda.gov/ImageLibrary/standard/erpe_001_svd.jpg
https://plants.usda.gov/plant-profile/ERHI2,https://plants.sc.egov.usda.gov/ImageLibrary/standard/erhi9_002_svp.jpg
https://plants.usda.gov/plant-profile/ERAN,https://plants.sc.egov.usda.gov/ImageLibrary/standard/eran_002_shp.jpg
https://plants.usda.gov/plant-profile/ERPH,https://plants.sc.egov.usda.gov/ImageLibrary/standard/erph_002_svp.jpg
https://plants.usda.gov/plant-profile/ERST3,https://plants.sc.egov.usda.gov/ImageLibrary/standard/erst3_001_shp.jpg
https://plants.usda.gov/plant-profile/ERAM5,https://plants.sc.egov.usda.gov/ImageLibrary/standard/eram5_006_shp.jpg
https://plants.usda.gov/plant-profile/EUAM7,https://plants.sc.egov.usda.gov/ImageLibrary/standard/euam7_005_svp.jpg
https://plants.usda.gov/plant-profile/EUFI2,https://plants.sc.egov.usda.gov/ImageLibrary/standard/eufi_001_shp.jpg
https://plants.usda.gov/plant-profile/EUHY,https://plants.sc.egov.usda.gov/ImageLibrary/standard/euhy_001_svd.jpg
https://plants.usda.gov/plant-profile/EUPE3,https://plants.sc.egov.usda.gov/ImageLibrary/standard/eupe3_002_svp.jpg
https://plants.usda.gov/plant-profile/EUPU10,https://plants.sc.egov.usda.gov/ImageLibrary/standard/eupu10_001_svd.jpg
https://plants.usda.gov/plant-profile/EURO4,https://plants.sc.egov.usda.gov/ImageLibrary/standard/euro4_002_shp.jpg
https://plants.usda.gov/plant-profile/EUDI16,https://plants.sc.egov.usda.gov/ImageLibrary/standard/asca18_001_svd.jpg
https://plants.usda.gov/plant-profile/EUMA27,https://plants.sc.egov.usda.gov/ImageLibrary/standard/asia_001_svd.jpg
https://plants.usda.gov/plant-profile/EUGR5,https://plants.sc.egov.usda.gov/ImageLibrary/standard/eugr5_002_svp.jpg
https://plants.usda.gov/plant-profile/FAGR,https://plants.sc.egov.usda.gov/ImageLibrary/standard/fagr_002_svp.jpg
https://plants.usda.gov/plant-profile/FERU2,https://plants.sc.egov.usda.gov/ImageLibrary/standard/feru2_004_shp.jpg
https://plants.usda.gov/plant-profile/FRVI,https://plants.sc.egov.usda.gov/ImageLibrary/standard/frvi_001_svd.jpg
